Order_ID,Order_Date,Branch,Customer_ID,Customer_Name,Gender,City,Product_Category,Product_Name,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Method,Salesperson,Rating
ORD13039,21/10/2025,Gulberg,C1287,Hassan Raza,Female,Lahore,Home,Detergent 1kg,Surf Excel,2,850,5,1615,1360,255,Credit Card,Hassan,4.6
ORD13040,07/06/2025,Model Town,C1370,Ahmed Khan,Male,Lahore,Electronics,Mouse,Logitech,1,1800,0,1800,1400,400,Credit Card,Hamza,3.5
ORD13041,07/01/2025,Gulberg,C1241,Hamza Iqbal,Female,Lahore,Stationery,Pen,Dollar,1,60,5,57,35,22,Easypaisa,Bilal,3.7
ORD13042,30/08/2025,Wapda Town,C1366,Umar Chaudhry,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,5,171,120,51,Cash,Umar,4.1
ORD13043,09/02/2025,Wapda Town,C1568,Ayesha Chaudhry,Female,Lahore,Stationery,Marker,Dollar,5,120,20,480,400,80,Easypaisa,Umar,4.6
ORD13044,09/07/2025,Model Town,C1673,Ahmed Butt,Male,Lahore,Grocery,Cooking Oil 1L,Dalda,5,650,15,2762.5,2600,162.5,JazzCash,Ali,4.3
ORD13045,21/10/2025,Gulberg,C1285,Fatima Chaudhry,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,4,90,5,342,240,102,Cash,Bilal,4
ORD13046,28/10/2025,Model Town,C1523,Ahmed Chaudhry,Male,Lahore,Electronics,Keyboard,A4Tech,3,2800,20,6720,6600,120,Credit Card,Ali,4.3
ORD13047,18/12/2025,DHA,C1746,Zain Khan,Male,Lahore,Grocery,Tea 475g,Tapal,5,980,15,4165,4100,65,Cash,Zain,4.8
ORD13048,13/06/2025,Wapda Town,C1109,Fatima Iqbal,Male,Lahore,Bakery,Cookies,LU,5,250,5,1187.5,900,287.5,Easypaisa,Usman,3.5
ORD13049,23/05/2025,Wapda Town,C1188,Ayesha Ahmed,Female,Lahore,Electronics,Power Bank,Xiaomi,2,4500,5,8550,7200,1350,Credit Card,Ahmed,4.9
ORD13050,27/04/2025,Gulberg,C1144,Ali Chaudhry,Male,Lahore,Bakery,Cookies,LU,4,250,15,850,720,130,Credit Card,Hassan,4.2
ORD13051,03/12/2025,DHA,C1699,Zain Iqbal,Female,Lahore,Electronics,Mouse,Logitech,1,1800,10,1620,1400,220,Debit Card,Zain,3.9
ORD13052,19/01/2025,Model Town,C1480,Maryam Butt,Male,Lahore,Home,Shampoo,Sunsilk,5,620,15,2635,2500,135,Cash,Ahmed,4.6
ORD13053,22/08/2025,Gulberg,C1788,Sara Raza,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,1,90,10,81,60,21,Cash,Ali,4.7
ORD13054,01/06/2025,Model Town,C1551,Maryam Khan,Female,Lahore,Home,Detergent 1kg,Surf Excel,4,850,10,3060,2720,340,Cash,Ahmed,4.9
ORD13055,09/06/2025,Gulberg,C1535,Umar Raza,Female,Lahore,Bakery,Cookies,LU,4,250,15,850,720,130,Debit Card,Hamza,3.7
ORD13056,30/05/2025,Wapda Town,C1562,Umar Chaudhry,Male,Lahore,Electronics,Keyboard,A4Tech,1,2800,10,2520,2200,320,Cash,Ahmed,5
ORD13057,15/09/2025,Johar Town,C1161,Hamza Chaudhry,Male,Lahore,Home,Soap,Lux,1,180,5,171,130,41,Credit Card,Bilal,3.8
ORD13058,15/01/2025,Model Town,C1676,Umar Chaudhry,Female,Lahore,Home,Detergent 1kg,Surf Excel,2,850,10,1530,1360,170,JazzCash,Ahmed,4.6
ORD13059,24/11/2025,Gulberg,C1476,Ayesha Butt,Female,Lahore,Grocery,Sugar 1kg,Shan,2,180,20,288,300,-12,Easypaisa,Usman,3.9
ORD13060,12/01/2025,Johar Town,C1061,Ahmed Sheikh,Female,Lahore,Electronics,Power Bank,Xiaomi,1,4500,0,4500,3600,900,Debit Card,Usman,3.9
ORD13061,16/05/2025,Gulberg,C1523,Ahmed Butt,Female,Lahore,Electronics,Power Bank,Xiaomi,4,4500,10,16200,14400,1800,Credit Card,Ali,4.8
ORD13062,01/09/2025,Johar Town,C1778,Ayesha Raza,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,2,3200,10,5760,5200,560,Debit Card,Zain,4.8
ORD13063,16/12/2025,Johar Town,C1390,Usman Iqbal,Male,Lahore,Home,Soap,Lux,1,180,10,162,130,32,Debit Card,Hassan,3.7
ORD13064,22/06/2025,Wapda Town,C1028,Zain Butt,Male,Lahore,Electronics,Mouse,Logitech,1,1800,0,1800,1400,400,Easypaisa,Ahmed,4.2
ORD13065,07/05/2025,Gulberg,C1034,Hamza Butt,Male,Lahore,Stationery,Pen,Dollar,5,60,5,285,175,110,Cash,Bilal,3.9
ORD13066,28/11/2025,Johar Town,C1574,Bilal Butt,Female,Lahore,Home,Soap,Lux,2,180,10,324,260,64,Easypaisa,Ali,3.7
ORD13067,29/07/2025,Wapda Town,C1319,Bilal Butt,Female,Lahore,Grocery,Sugar 1kg,Shan,5,180,20,720,750,-30,Cash,Bilal,4.8
ORD13068,18/06/2025,Wapda Town,C1158,Umar Butt,Female,Lahore,Electronics,Mouse,Logitech,4,1800,10,6480,5600,880,Cash,Ali,3.9
ORD13069,10/11/2025,Johar Town,C1197,Usman Malik,Female,Lahore,Bakery,Cake,Gourmet,3,900,0,2700,2100,600,JazzCash,Zain,4.4
ORD13070,28/06/2025,Johar Town,C1521,Fatima Khan,Female,Lahore,Bakery,Bread,Dawn,2,120,10,216,160,56,Cash,Umar,4
ORD13071,12/09/2025,Wapda Town,C1703,Zain Chaudhry,Male,Lahore,Stationery,Marker,Dollar,5,120,0,600,400,200,Credit Card,Bilal,4.7
ORD13072,31/05/2025,Model Town,C1505,Ayesha Chaudhry,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,2,220,10,396,340,56,Credit Card,Bilal,4.3
ORD13073,16/05/2025,Model Town,C1290,Ali Khan,Female,Lahore,Bakery,Bread,Dawn,1,120,10,108,80,28,Cash,Hamza,4.4
ORD13074,19/09/2025,Model Town,C1129,Maryam Chaudhry,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,3,220,20,528,510,18,Credit Card,Hassan,4.2
ORD13075,31/10/2025,Model Town,C1022,Sara Ahmed,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,3,90,10,243,180,63,Cash,Ahmed,4.8
ORD13076,11/05/2025,DHA,C1363,Maryam Malik,Female,Lahore,Grocery,Tea 475g,Tapal,2,980,10,1764,1640,124,Cash,Ali,4.6
ORD13077,31/01/2025,DHA,C1480,Ali Chaudhry,Male,Lahore,Bakery,Cake,Gourmet,2,900,5,1710,1400,310,Easypaisa,Usman,4
ORD13078,23/02/2025,Gulberg,C1703,Umar Khan,Male,Lahore,Stationery,Pen,Dollar,3,60,5,171,105,66,Debit Card,Zain,3.6
ORD13079,29/04/2025,Johar Town,C1691,Zain Raza,Female,Lahore,Stationery,Marker,Dollar,5,120,10,540,400,140,Debit Card,Umar,4.3
ORD13080,03/07/2025,Gulberg,C1512,Sara Raza,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,15,153,120,33,Credit Card,Zain,4.9
ORD13081,06/06/2025,DHA,C1468,Maryam Ahmed,Male,Lahore,Bakery,Cake,Gourmet,3,900,20,2160,2100,60,Easypaisa,Hassan,4.6
ORD13082,10/09/2025,Gulberg,C1542,Hassan Butt,Male,Lahore,Stationery,Pen,Dollar,2,60,15,102,70,32,Credit Card,Ahmed,3.7
ORD13083,04/11/2025,Model Town,C1105,Ayesha Sheikh,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,2,220,15,374,340,34,Cash,Bilal,5
ORD13084,23/05/2025,Gulberg,C1083,Usman Sheikh,Male,Lahore,Stationery,Pen,Dollar,3,60,10,162,105,57,JazzCash,Ali,4.9
ORD13085,09/01/2025,Wapda Town,C1736,Sara Butt,Male,Lahore,Electronics,Mouse,Logitech,2,1800,5,3420,2800,620,Easypaisa,Bilal,4.5
ORD13086,23/06/2025,Johar Town,C1453,Umar Chaudhry,Female,Lahore,Bakery,Cookies,LU,2,250,20,400,360,40,Credit Card,Usman,3.8
ORD13087,18/04/2025,Johar Town,C1655,Ayesha Malik,Male,Lahore,Electronics,Power Bank,Xiaomi,3,4500,5,12825,10800,2025,Easypaisa,Hassan,4.4
ORD13088,24/10/2025,Gulberg,C1013,Usman Sheikh,Male,Lahore,Beverages,Pepsi 1.5L,Pepsi,3,220,0,660,510,150,Easypaisa,Umar,4.6
ORD13089,04/02/2025,Model Town,C1583,Zain Sheikh,Female,Lahore,Electronics,Mouse,Logitech,3,1800,20,4320,4200,120,Debit Card,Umar,3.6
ORD13090,02/07/2025,DHA,C1186,Ali Malik,Male,Lahore,Home,Detergent 1kg,Surf Excel,1,850,0,850,680,170,JazzCash,Umar,3.8
ORD13091,07/12/2025,Wapda Town,C1215,Hassan Chaudhry,Female,Lahore,Bakery,Cookies,LU,1,250,15,212.5,180,32.5,Debit Card,Ali,5
ORD13092,10/11/2025,DHA,C1530,Hamza Khan,Male,Lahore,Home,Detergent 1kg,Surf Excel,3,850,0,2550,2040,510,Easypaisa,Zain,4.4
ORD13093,23/12/2025,Gulberg,C1001,Sara Khan,Female,Lahore,Grocery,Cooking Oil 1L,Dalda,4,650,20,2080,2080,0,Debit Card,Usman,3.5
ORD13094,02/12/2025,Gulberg,C1535,Sara Raza,Female,Lahore,Stationery,Pen,Dollar,1,60,5,57,35,22,Debit Card,Hassan,4.4
ORD13095,26/11/2025,Gulberg,C1135,Hassan Malik,Male,Lahore,Stationery,Pen,Dollar,5,60,15,255,175,80,Credit Card,Umar,4.9
ORD13096,28/02/2025,Gulberg,C1203,Usman Malik,Male,Lahore,Home,Soap,Lux,4,180,20,576,520,56,JazzCash,Ahmed,4.7
ORD13097,02/01/2025,DHA,C1013,Usman Raza,Male,Lahore,Bakery,Cookies,LU,1,250,15,212.5,180,32.5,Debit Card,Ahmed,3.6
ORD13098,20/09/2025,DHA,C1529,Maryam Chaudhry,Female,Lahore,Stationery,Marker,Dollar,4,120,15,408,320,88,Credit Card,Zain,4.9
ORD13099,03/01/2025,DHA,C1344,Ali Raza,Female,Lahore,Bakery,Cookies,LU,5,250,0,1250,900,350,Debit Card,Hassan,4.1
ORD13100,15/11/2025,Model Town,C1183,Fatima Sheikh,Female,Lahore,Electronics,Power Bank,Xiaomi,4,4500,5,17100,14400,2700,Cash,Ali,3.9
ORD13101,20/12/2025,Wapda Town,C1277,Zain Iqbal,Male,Lahore,Beverages,Pepsi 1.5L,Pepsi,3,220,5,627,510,117,Credit Card,Hamza,3.7
ORD13102,07/09/2025,Wapda Town,C1207,Sara Raza,Male,Lahore,Home,Soap,Lux,2,180,10,324,260,64,Easypaisa,Hamza,4.2
ORD13103,18/01/2025,Wapda Town,C1524,Maryam Iqbal,Female,Lahore,Home,Shampoo,Sunsilk,5,620,15,2635,2500,135,Easypaisa,Bilal,4.4
ORD13104,14/02/2025,Johar Town,C1440,Bilal Ahmed,Female,Lahore,Grocery,Tea 475g,Tapal,4,980,15,3332,3280,52,JazzCash,Hassan,4.5
ORD13105,19/08/2025,Model Town,C1485,Ali Ahmed,Male,Lahore,Bakery,Cake,Gourmet,3,900,5,2565,2100,465,Credit Card,Hassan,4.8
ORD13106,26/02/2025,Wapda Town,C1535,Usman Raza,Male,Lahore,Home,Shampoo,Sunsilk,3,620,10,1674,1500,174,Easypaisa,Ahmed,3.9
ORD13107,02/01/2025,Johar Town,C1399,Hamza Ahmed,Female,Lahore,Electronics,Mouse,Logitech,4,1800,20,5760,5600,160,Credit Card,Hamza,4.7
ORD13108,02/04/2025,Gulberg,C1793,Hassan Butt,Female,Lahore,Home,Shampoo,Sunsilk,5,620,5,2945,2500,445,Debit Card,Zain,4.7
ORD13109,02/03/2025,Johar Town,C1075,Usman Malik,Male,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,4,220,15,748,680,68,Cash,Zain,4.2
ORD13110,17/09/2025,DHA,C1240,Usman Raza,Male,Lahore,Bakery,Cookies,LU,5,250,0,1250,900,350,Credit Card,Hamza,4.1
ORD13111,04/01/2025,Model Town,C1551,Hassan Sheikh,Male,Lahore,Bakery,Cake,Gourmet,1,900,10,810,700,110,Debit Card,Ahmed,3.8
ORD13112,18/05/2025,Johar Town,C1129,Sara Iqbal,Female,Lahore,Grocery,Cooking Oil 1L,Dalda,4,650,10,2340,2080,260,JazzCash,Bilal,4.4
ORD13113,14/12/2025,Model Town,C1045,Umar Khan,Male,Lahore,Bakery,Cookies,LU,4,250,0,1000,720,280,Easypaisa,Bilal,4.9
ORD13114,20/02/2025,Gulberg,C1053,Bilal Ahmed,Female,Lahore,Electronics,Mouse,Logitech,2,1800,15,3060,2800,260,Credit Card,Bilal,3.8
ORD13115,14/10/2025,Wapda Town,C1720,Ayesha Sheikh,Male,Lahore,Home,Detergent 1kg,Surf Excel,4,850,5,3230,2720,510,Cash,Zain,4.8
ORD13116,29/12/2025,DHA,C1384,Fatima Sheikh,Female,Lahore,Home,Soap,Lux,1,180,10,162,130,32,Cash,Usman,3.9
ORD13117,04/10/2025,DHA,C1175,Ayesha Iqbal,Male,Lahore,Stationery,Pen,Dollar,3,60,0,180,105,75,Cash,Bilal,3.7
ORD13118,06/11/2025,Model Town,C1213,Maryam Raza,Male,Lahore,Bakery,Cake,Gourmet,4,900,5,3420,2800,620,Cash,Usman,3.7
ORD13119,23/04/2025,Gulberg,C1322,Sara Khan,Male,Lahore,Bakery,Cake,Gourmet,5,900,5,4275,3500,775,Easypaisa,Ali,3.8
ORD13120,12/03/2025,DHA,C1524,Bilal Iqbal,Female,Lahore,Stationery,Marker,Dollar,1,120,10,108,80,28,Easypaisa,Umar,3.6
ORD13121,08/12/2025,Model Town,C1008,Bilal Iqbal,Female,Lahore,Electronics,Mouse,Logitech,4,1800,15,6120,5600,520,JazzCash,Hassan,4.4
ORD13122,20/02/2025,Model Town,C1669,Umar Chaudhry,Female,Lahore,Home,Shampoo,Sunsilk,3,620,10,1674,1500,174,Easypaisa,Zain,4.7
ORD13123,10/08/2025,Model Town,C1048,Fatima Iqbal,Male,Lahore,Home,Soap,Lux,3,180,15,459,390,69,Cash,Zain,4.8
ORD13124,13/03/2025,DHA,C1190,Ahmed Chaudhry,Female,Lahore,Bakery,Cookies,LU,3,250,10,675,540,135,Cash,Bilal,4.4
ORD13125,03/10/2025,Wapda Town,C1572,Fatima Chaudhry,Male,Lahore,Bakery,Cookies,LU,5,250,5,1187.5,900,287.5,Easypaisa,Zain,3.9
ORD13126,22/05/2025,Gulberg,C1704,Maryam Iqbal,Male,Lahore,Beverages,Pepsi 1.5L,Pepsi,1,220,15,187,170,17,Easypaisa,Usman,4.4
ORD13127,02/10/2025,Model Town,C1703,Bilal Khan,Male,Lahore,Home,Shampoo,Sunsilk,2,620,20,992,1000,-8,Easypaisa,Umar,3.7
ORD13128,01/08/2025,Johar Town,C1167,Ahmed Raza,Male,Lahore,Home,Detergent 1kg,Surf Excel,5,850,0,4250,3400,850,Cash,Hassan,3.6
ORD13129,23/12/2025,Gulberg,C1081,Ahmed Ahmed,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,5,171,120,51,Cash,Hamza,4
ORD13130,14/09/2025,Model Town,C1328,Hamza Butt,Female,Lahore,Bakery,Cookies,LU,3,250,20,600,540,60,Credit Card,Usman,4.4
ORD13131,23/02/2025,Model Town,C1624,Ayesha Raza,Female,Lahore,Electronics,Mouse,Logitech,3,1800,5,5130,4200,930,Easypaisa,Hassan,4
ORD13132,20/08/2025,Model Town,C1730,Ahmed Malik,Female,Lahore,Bakery,Cake,Gourmet,2,900,20,1440,1400,40,Credit Card,Hamza,4.9
ORD13133,13/11/2025,Wapda Town,C1364,Maryam Sheikh,Female,Lahore,Home,Detergent 1kg,Surf Excel,2,850,20,1360,1360,0,Cash,Umar,4.5
ORD13134,14/03/2025,Gulberg,C1615,Sara Ahmed,Female,Lahore,Electronics,Power Bank,Xiaomi,4,4500,0,18000,14400,3600,Debit Card,Bilal,4.8
ORD13135,05/11/2025,Johar Town,C1607,Hassan Sheikh,Female,Lahore,Electronics,Power Bank,Xiaomi,4,4500,15,15300,14400,900,Debit Card,Hamza,4.3
ORD13136,05/07/2025,Johar Town,C1445,Ayesha Khan,Male,Lahore,Grocery,Tea 475g,Tapal,5,980,15,4165,4100,65,Cash,Usman,4.5
ORD13137,11/09/2025,Johar Town,C1010,Hassan Chaudhry,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,5,3200,10,14400,13000,1400,Cash,Usman,3.7
ORD13138,07/07/2025,DHA,C1361,Maryam Sheikh,Male,Lahore,Stationery,Notebook,Dollar,5,180,0,900,600,300,Credit Card,Bilal,4.1
ORD13139,04/04/2025,DHA,C1436,Umar Malik,Male,Lahore,Beverages,Pepsi 1.5L,Pepsi,1,220,15,187,170,17,JazzCash,Hassan,5
ORD13140,30/06/2025,Johar Town,C1393,Usman Iqbal,Male,Lahore,Grocery,Cooking Oil 1L,Dalda,3,650,5,1852.5,1560,292.5,JazzCash,Ali,4.9
ORD13141,08/01/2025,DHA,C1610,Fatima Raza,Male,Lahore,Beverages,Pepsi 1.5L,Pepsi,4,220,10,792,680,112,Credit Card,Usman,3.6
ORD13142,25/05/2025,Gulberg,C1500,Bilal Iqbal,Male,Lahore,Bakery,Cookies,LU,2,250,10,450,360,90,JazzCash,Hassan,4.6
ORD13143,07/05/2025,Wapda Town,C1623,Ayesha Khan,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,1,90,20,72,60,12,Credit Card,Bilal,3.5
ORD13144,14/04/2025,Model Town,C1496,Ahmed Butt,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,5,3200,0,16000,13000,3000,Credit Card,Hassan,4.9
ORD13145,08/03/2025,Model Town,C1364,Hamza Raza,Female,Lahore,Home,Soap,Lux,2,180,15,306,260,46,Easypaisa,Ali,4.2
ORD13146,16/08/2025,DHA,C1318,Fatima Ahmed,Female,Lahore,Electronics,Keyboard,A4Tech,2,2800,10,5040,4400,640,Easypaisa,Ali,3.8
ORD13147,19/07/2025,Johar Town,C1595,Hassan Butt,Female,Lahore,Home,Soap,Lux,1,180,10,162,130,32,Debit Card,Umar,4.6
ORD13148,13/03/2025,Johar Town,C1261,Hassan Malik,Male,Lahore,Grocery,Sugar 1kg,Shan,1,180,0,180,150,30,Easypaisa,Usman,4.2
ORD13149,04/10/2025,Johar Town,C1295,Ayesha Chaudhry,Male,Lahore,Bakery,Cake,Gourmet,3,900,20,2160,2100,60,Debit Card,Ali,4.7
ORD13150,05/11/2025,Gulberg,C1706,Sara Ahmed,Male,Lahore,Bakery,Bread,Dawn,2,120,15,204,160,44,Easypaisa,Zain,4.4
ORD13151,18/10/2025,Gulberg,C1295,Usman Ahmed,Male,Lahore,Stationery,Pen,Dollar,3,60,15,153,105,48,Easypaisa,Usman,5
ORD13152,18/01/2025,Gulberg,C1047,Ali Raza,Female,Lahore,Stationery,Pen,Dollar,3,60,20,144,105,39,Debit Card,Hamza,3.9
ORD13153,21/04/2025,Johar Town,C1165,Maryam Sheikh,Male,Lahore,Home,Soap,Lux,3,180,10,486,390,96,Credit Card,Usman,3.7
ORD13154,29/12/2025,Johar Town,C1453,Umar Malik,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,5,12160,10400,1760,Debit Card,Umar,4.3
ORD13155,18/11/2025,Model Town,C1109,Ali Malik,Male,Lahore,Bakery,Cookies,LU,5,250,10,1125,900,225,JazzCash,Zain,3.8
ORD13156,08/01/2025,Johar Town,C1650,Usman Iqbal,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,1,3200,15,2720,2600,120,Easypaisa,Umar,4.8
ORD13157,26/05/2025,Gulberg,C1491,Usman Raza,Female,Lahore,Home,Soap,Lux,5,180,15,765,650,115,Cash,Hassan,3.9
ORD13158,04/08/2025,DHA,C1388,Hamza Sheikh,Female,Lahore,Stationery,Notebook,Dollar,2,180,5,342,240,102,Cash,Zain,3.9
ORD13159,30/07/2025,Model Town,C1321,Ayesha Malik,Female,Lahore,Stationery,Notebook,Dollar,3,180,0,540,360,180,Cash,Zain,3.7
ORD13160,13/09/2025,Wapda Town,C1370,Sara Sheikh,Female,Lahore,Home,Shampoo,Sunsilk,4,620,10,2232,2000,232,Easypaisa,Ahmed,3.6
ORD13161,24/11/2025,DHA,C1158,Usman Sheikh,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,15,153,120,33,JazzCash,Bilal,4.5
ORD13162,15/02/2025,DHA,C1095,Maryam Raza,Female,Lahore,Grocery,Cooking Oil 1L,Dalda,2,650,5,1235,1040,195,Credit Card,Umar,4.9
ORD13163,21/11/2025,Johar Town,C1236,Ayesha Sheikh,Female,Lahore,Electronics,Power Bank,Xiaomi,2,4500,15,7650,7200,450,Cash,Bilal,3.6
ORD13164,15/03/2025,Johar Town,C1634,Ayesha Khan,Male,Lahore,Home,Soap,Lux,2,180,0,360,260,100,Debit Card,Umar,3.7
ORD13165,30/10/2025,Wapda Town,C1798,Hassan Iqbal,Male,Lahore,Bakery,Bread,Dawn,1,120,0,120,80,40,Credit Card,Hassan,4.4
ORD13166,27/03/2025,Gulberg,C1734,Zain Raza,Female,Lahore,Bakery,Cake,Gourmet,3,900,0,2700,2100,600,Debit Card,Bilal,3.5
ORD13167,10/08/2025,Johar Town,C1618,Ali Chaudhry,Male,Lahore,Stationery,Marker,Dollar,5,120,10,540,400,140,Credit Card,Umar,4.1
ORD13168,18/12/2025,Wapda Town,C1160,Bilal Raza,Female,Lahore,Bakery,Bread,Dawn,1,120,15,102,80,22,Easypaisa,Hamza,4.1
ORD13169,08/06/2025,Gulberg,C1697,Sara Raza,Male,Lahore,Stationery,Marker,Dollar,2,120,15,204,160,44,JazzCash,Hamza,4.3
ORD13170,16/12/2025,DHA,C1344,Sara Butt,Female,Lahore,Stationery,Pen,Dollar,1,60,20,48,35,13,Easypaisa,Usman,4.4
ORD13171,05/04/2025,Johar Town,C1797,Usman Iqbal,Female,Lahore,Home,Soap,Lux,5,180,5,855,650,205,Debit Card,Umar,3.9
ORD13172,05/06/2025,Johar Town,C1485,Ali Raza,Female,Lahore,Stationery,Pen,Dollar,5,60,20,240,175,65,Debit Card,Hassan,4.7
ORD13173,15/12/2025,Model Town,C1408,Ahmed Khan,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,3,220,15,561,510,51,Cash,Bilal,4.4
ORD13174,17/07/2025,Model Town,C1173,Fatima Sheikh,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,20,10240,10400,-160,JazzCash,Usman,3.9
ORD13175,09/05/2025,Wapda Town,C1369,Ahmed Sheikh,Female,Lahore,Bakery,Cookies,LU,1,250,5,237.5,180,57.5,Easypaisa,Ali,3.8
ORD13176,03/06/2025,Johar Town,C1713,Zain Malik,Male,Lahore,Electronics,Mouse,Logitech,5,1800,20,7200,7000,200,JazzCash,Hassan,4.3
ORD13177,04/03/2025,Model Town,C1431,Sara Ahmed,Male,Lahore,Home,Shampoo,Sunsilk,2,620,10,1116,1000,116,Debit Card,Umar,4.9
ORD13178,05/11/2025,Gulberg,C1094,Zain Butt,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,5,90,20,360,300,60,Cash,Ali,4.1
ORD13179,19/02/2025,Gulberg,C1643,Usman Malik,Male,Lahore,Bakery,Cookies,LU,2,250,0,500,360,140,Credit Card,Usman,3.8
ORD13180,10/04/2025,DHA,C1787,Ali Butt,Male,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,2,220,0,440,340,100,Debit Card,Umar,3.6
ORD13181,06/05/2025,Gulberg,C1116,Usman Iqbal,Male,Lahore,Grocery,Tea 475g,Tapal,4,980,5,3724,3280,444,Debit Card,Ali,4.5
ORD13182,22/08/2025,Wapda Town,C1715,Maryam Khan,Male,Lahore,Home,Shampoo,Sunsilk,3,620,15,1581,1500,81,Cash,Ali,4.5
ORD13183,24/11/2025,DHA,C1218,Usman Raza,Female,Lahore,Stationery,Notebook,Dollar,4,180,15,612,480,132,JazzCash,Hassan,3.9
ORD13184,22/04/2025,Gulberg,C1321,Bilal Chaudhry,Female,Lahore,Bakery,Cookies,LU,1,250,10,225,180,45,Easypaisa,Ali,3.7
ORD13185,17/11/2025,Model Town,C1145,Fatima Butt,Male,Lahore,Grocery,Tea 475g,Tapal,1,980,5,931,820,111,Credit Card,Ahmed,3.6
ORD13186,02/05/2025,Wapda Town,C1745,Hassan Raza,Male,Lahore,Stationery,Marker,Dollar,5,120,0,600,400,200,Debit Card,Hassan,3.8
ORD13187,14/07/2025,DHA,C1615,Maryam Malik,Male,Lahore,Stationery,Marker,Dollar,1,120,0,120,80,40,Credit Card,Ali,4.3
ORD13188,13/03/2025,Model Town,C1394,Usman Iqbal,Male,Lahore,Stationery,Marker,Dollar,3,120,5,342,240,102,Cash,Usman,3.6
ORD13189,27/02/2025,DHA,C1743,Bilal Butt,Male,Lahore,Grocery,Tea 475g,Tapal,4,980,20,3136,3280,-144,Debit Card,Hamza,4.2
ORD13190,14/01/2025,Wapda Town,C1114,Ahmed Sheikh,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,15,10880,10400,480,JazzCash,Hamza,4.6
ORD13191,03/11/2025,DHA,C1194,Fatima Sheikh,Female,Lahore,Grocery,Cooking Oil 1L,Dalda,3,650,0,1950,1560,390,Debit Card,Hamza,4.2
ORD13192,09/01/2025,Wapda Town,C1307,Ahmed Chaudhry,Female,Lahore,Beverages,Pepsi 1.5L,Pepsi,1,220,20,176,170,6,Debit Card,Ahmed,3.9
ORD13193,11/12/2025,Wapda Town,C1535,Bilal Ahmed,Male,Lahore,Grocery,Sugar 1kg,Shan,2,180,0,360,300,60,Credit Card,Ahmed,4.2
ORD13194,13/06/2025,Johar Town,C1561,Bilal Sheikh,Female,Lahore,Grocery,Sugar 1kg,Shan,5,180,10,810,750,60,Easypaisa,Ahmed,3.8
ORD13195,12/09/2025,Wapda Town,C1504,Ali Khan,Male,Lahore,Bakery,Cookies,LU,4,250,15,850,720,130,Cash,Umar,4.1
ORD13196,04/12/2025,Johar Town,C1330,Hamza Khan,Male,Lahore,Electronics,Mouse,Logitech,3,1800,20,4320,4200,120,Easypaisa,Usman,4.2
ORD13197,21/08/2025,Johar Town,C1562,Usman Khan,Male,Lahore,Stationery,Marker,Dollar,4,120,5,456,320,136,JazzCash,Hassan,3.7
ORD13198,04/07/2025,Johar Town,C1262,Ali Sheikh,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,2,3200,0,6400,5200,1200,Easypaisa,Ahmed,3.6
ORD13199,13/11/2025,Johar Town,C1311,Ali Sheikh,Female,Lahore,Bakery,Bread,Dawn,3,120,0,360,240,120,Cash,Ali,4.5
ORD13200,23/11/2025,Gulberg,C1472,Ali Sheikh,Female,Lahore,Stationery,Pen,Dollar,4,60,0,240,140,100,JazzCash,Zain,4.9
ORD13201,14/08/2025,Model Town,C1200,Zain Ahmed,Male,Lahore,Bakery,Cookies,LU,5,250,20,1000,900,100,Credit Card,Ahmed,4.2
ORD13202,05/12/2025,Wapda Town,C1702,Ahmed Malik,Male,Lahore,Bakery,Bread,Dawn,3,120,10,324,240,84,JazzCash,Ahmed,4.9
ORD13203,21/02/2025,Model Town,C1476,Ayesha Sheikh,Male,Lahore,Electronics,Keyboard,A4Tech,4,2800,15,9520,8800,720,JazzCash,Zain,3.7
ORD13204,17/10/2025,Model Town,C1040,Sara Butt,Male,Lahore,Home,Shampoo,Sunsilk,1,620,0,620,500,120,Easypaisa,Hamza,4
